model,task,downloads,likes,last_modified,library,license,tags,arxiv
dphn/dolphin-2.9.1-yi-1.5-34b,text-generation,4587386,65,2025-09-08T05:56:56.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|generated_from_trainer|axolotl|conversational|dataset:cognitivecomputations/Dolphin-2.9|dataset:teknium/OpenHermes-2.5|dataset:m-a-p/CodeFeedback-Filtered-Instruction|dataset:cognitivecomputations/dolphin-coder|dataset:cognitivecomputations/samantha-data|dataset:microsoft/orca-math-word-problems-200k|dataset:Locutusque/function-calling-chatml|dataset:internlm/Agent-FLAN|base_model:01-ai/Yi-1.5-34B|base_model:finetune:01-ai/Yi-1.5-34B|license:apache-2.0|text-generation-inference|endpoints_compatible|region:us,False
openai/gpt-oss-120b,text-generation,4246098,4951,2025-08-26T17:25:03.000Z,transformers,license:apache-2.0,transformers|safetensors|gpt_oss|text-generation|vllm|conversational|arxiv:2508.10925|license:apache-2.0|eval-results|endpoints_compatible|8-bit|mxfp4|deploy:azure|region:us,True
google/gemma-3-270m,text-generation,4122535,1045,2025-08-14T07:35:01.000Z,transformers,license:gemma,transformers|safetensors|gemma3|gemma|google|text-generation|arxiv:2503.19786|arxiv:1905.07830|arxiv:1905.10044|arxiv:1911.11641|arxiv:1705.03551|arxiv:1911.01547|arxiv:1907.10641|arxiv:2311.07911|arxiv:2311.12022|arxiv:2411.04368|arxiv:1904.09728|arxiv:1903.00161|arxiv:2009.03300|arxiv:2304.06364|arxiv:2103.03874|arxiv:2110.14168|arxiv:2108.07732|arxiv:2107.03374|arxiv:2403.07974|arxiv:2305.03111|arxiv:2405.04520|arxiv:2210.03057|arxiv:2106.03193|arxiv:1910.11856|arxiv:2502.12404|arxiv:2502.21228|arxiv:2404.16816|arxiv:2104.12756|arxiv:2311.16502|arxiv:2203.10244|arxiv:2404.12390|arxiv:1810.12440|arxiv:1908.02660|arxiv:2310.02255|arxiv:2312.11805|license:gemma|endpoints_compatible|region:us,True
Qwen/Qwen3-14B,text-generation,4116874,417,2025-07-26T03:49:23.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-14B-Base|base_model:finetune:Qwen/Qwen3-14B-Base|license:apache-2.0|text-generation-inference|endpoints_compatible|region:us,True
google/gemma-3-1b-it,text-generation,4014195,1037,2025-04-04T13:12:40.000Z,transformers,license:gemma,transformers|safetensors|gemma3_text|text-generation|conversational|arxiv:1905.07830|arxiv:1905.10044|arxiv:1911.11641|arxiv:1904.09728|arxiv:1705.03551|arxiv:1911.01547|arxiv:1907.10641|arxiv:1903.00161|arxiv:2009.03300|arxiv:2304.06364|arxiv:2103.03874|arxiv:2110.14168|arxiv:2311.12022|arxiv:2108.07732|arxiv:2107.03374|arxiv:2210.03057|arxiv:2106.03193|arxiv:1910.11856|arxiv:2502.12404|arxiv:2502.21228|arxiv:2404.16816|arxiv:2104.12756|arxiv:2311.16502|arxiv:2203.10244|arxiv:2404.12390|arxiv:1810.12440|arxiv:1908.02660|arxiv:2312.11805|base_model:google/gemma-3-1b-pt|base_model:finetune:google/gemma-3-1b-pt|license:gemma|eval-results|text-generation-inference|endpoints_compatible|region:us,True
Qwen/Qwen2.5-Coder-14B-Instruct,text-generation,3911771,172,2025-01-12T02:02:59.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-14B|base_model:finetune:Qwen/Qwen2.5-Coder-14B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
Qwen/Qwen2.5-7B-Instruct-AWQ,text-generation,3682008,47,2024-10-09T12:26:45.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-7B-Instruct|base_model:quantized:Qwen/Qwen2.5-7B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
Qwen/Qwen2-1.5B-Instruct,text-generation,3435960,162,2024-06-06T14:36:57.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False
distilbert/distilgpt2,text-generation,3322703,632,2024-02-19T11:09:53.000Z,transformers,license:apache-2.0,transformers|pytorch|tf|jax|tflite|rust|coreml|safetensors|gpt2|text-generation|exbert|en|dataset:openwebtext|arxiv:1910.01108|arxiv:2201.08542|arxiv:2203.12574|arxiv:1910.09700|arxiv:1503.02531|license:apache-2.0|model-index|co2_eq_emissions|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
EleutherAI/pythia-160m,text-generation,3041871,43,2023-07-09T15:52:09.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|gpt_neox|text-generation|causal-lm|pythia|en|dataset:EleutherAI/pile|arxiv:2304.01373|arxiv:2101.00027|arxiv:2201.07311|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
Qwen/Qwen2.5-32B-Instruct,text-generation,3001564,354,2024-09-25T12:33:09.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-32B|base_model:finetune:Qwen/Qwen2.5-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
Qwen/Qwen3-30B-A3B,text-generation,2833421,905,2025-07-26T03:45:17.000Z,transformers,license:apache-2.0,transformers|safetensors|text-generation|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-30B-A3B-Base|base_model:finetune:Qwen/Qwen3-30B-A3B-Base|license:apache-2.0|endpoints_compatible|region:us,True
zai-org/GLM-4.7-Flash,text-generation,2656569,1769,2026-01-29T08:06:19.000Z,transformers,license:mit,transformers|safetensors|glm4_moe_lite|text-generation|conversational|en|zh|arxiv:2508.06471|license:mit|eval-results|endpoints_compatible|deploy:azure|region:us,True
farbodtavakkoli/OTel-LLM-E4B-IT,text-generation,2491715,0,2026-06-23T11:58:47.000Z,pytorch,license:apache-2.0,pytorch|gemma4|telecom|telecommunications|gsma|rag|full-parameter-fine-tuning|fine-tuned|text-generation|conversational|en|dataset:farbodtavakkoli/OTel-LLM|base_model:google/gemma-4-E4B-it|base_model:finetune:google/gemma-4-E4B-it|license:apache-2.0|region:us,False
HuggingFaceTB/SmolLM2-135M-Instruct,text-generation,2391329,363,2025-09-22T20:43:15.000Z,transformers,license:apache-2.0,transformers|tensorboard|onnx|safetensors|llama|text-generation|transformers.js|conversational|en|arxiv:2502.02737|base_model:HuggingFaceTB/SmolLM2-135M|base_model:quantized:HuggingFaceTB/SmolLM2-135M|license:apache-2.0|text-generation-inference|endpoints_compatible|region:us,True
Qwen/Qwen3-Coder-Next-FP8,text-generation,2354284,157,2026-02-03T14:13:28.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_next|text-generation|conversational|license:apache-2.0|endpoints_compatible|fp8|deploy:azure|region:us,False
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,text-generation,2327451,93,2026-02-18T10:06:23.000Z,gguf,license:gemma,gguf|uncensored|text-generation|reasoning|instruction-tuned|lightweight|en|base_model:google/gemma-3-1b-it|base_model:quantized:google/gemma-3-1b-it|license:gemma|endpoints_compatible|region:us|conversational,False
deepseek-ai/DeepSeek-V4-Flash,text-generation,2320376,1696,2026-06-22T12:12:13.000Z,transformers,license:mit,transformers|safetensors|deepseek_v4|text-generation|conversational|arxiv:2606.19348|license:mit|eval-results|endpoints_compatible|8-bit|fp8|deploy:azure|region:us,True
Qwen/Qwen2.5-14B-Instruct,text-generation,2293025,351,2024-09-25T12:33:04.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-14B|base_model:finetune:Qwen/Qwen2.5-14B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
TinyLlama/TinyLlama-1.1B-Chat-v1.0,text-generation,2242558,1661,2024-03-17T05:07:08.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|conversational|en|dataset:cerebras/SlimPajama-627B|dataset:bigcode/starcoderdata|dataset:HuggingFaceH4/ultrachat_200k|dataset:HuggingFaceH4/ultrafeedback_binarized|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False
Qwen/Qwen2.5-0.5B,text-generation,2241985,429,2024-09-25T12:32:36.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|conversational|en|arxiv:2407.10671|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
meta-llama/Llama-3.2-3B-Instruct,text-generation,2215487,2304,2024-10-24T15:07:29.000Z,transformers,license:llama3.2,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|arxiv:2405.16406|license:llama3.2|text-generation-inference|endpoints_compatible|region:us,True
nvidia/Gemma-4-26B-A4B-NVFP4,text-generation,2184357,112,2026-05-11T15:58:52.000Z,Model Optimizer,license:apache-2.0,Model Optimizer|safetensors|gemma4|nvidia|ModelOpt|quantized|NVFP4|nvfp4|gemma4-26b-A4B-it|text-generation|conversational|base_model:google/gemma-4-26B-A4B-it|base_model:quantized:google/gemma-4-26B-A4B-it|license:apache-2.0|8-bit|modelopt|region:us,False
deepseek-ai/DeepSeek-R1-0528,text-generation,2065341,2455,2025-05-29T11:37:44.000Z,transformers,license:mit,transformers|safetensors|deepseek_v3|text-generation|conversational|custom_code|arxiv:2501.12948|license:mit|eval-results|text-generation-inference|endpoints_compatible|fp8|region:us,True
zai-org/GLM-5-FP8,text-generation,2033152,181,2026-04-05T07:51:12.000Z,transformers,license:mit,transformers|safetensors|glm_moe_dsa|text-generation|conversational|en|zh|arxiv:2602.15763|license:mit|eval-results|endpoints_compatible|fp8|region:us,True
Qwen/Qwen2.5-Coder-7B-Instruct,text-generation,2013605,748,2025-01-12T02:03:41.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-7B|base_model:finetune:Qwen/Qwen2.5-Coder-7B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
deepseek-ai/DeepSeek-V3.2,text-generation,1908020,1454,2025-12-01T11:04:59.000Z,transformers,license:mit,transformers|safetensors|deepseek_v32|text-generation|conversational|base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base|base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base|license:mit|eval-results|endpoints_compatible|fp8|region:us,False
meta-llama/Llama-3.2-1B,text-generation,1848852,2472,2024-10-24T15:08:03.000Z,transformers,license:llama3.2,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|arxiv:2405.16406|license:llama3.2|eval-results|text-generation-inference|endpoints_compatible|region:us,True
Qwen/Qwen3-0.6B-FP8,text-generation,1812173,62,2025-07-26T03:45:47.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2505.09388|base_model:Qwen/Qwen3-0.6B|base_model:quantized:Qwen/Qwen3-0.6B|license:apache-2.0|text-generation-inference|endpoints_compatible|fp8|region:us,True
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,text-generation,1811596,37,2024-11-18T12:55:21.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-32B-Instruct|base_model:quantized:Qwen/Qwen2.5-Coder-32B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|deploy:azure|region:us,True
Qwen/Qwen3-14B-AWQ,text-generation,1787353,71,2025-05-21T06:21:57.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-14B|base_model:quantized:Qwen/Qwen3-14B|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,text-generation,1737901,101,2026-03-20T20:50:41.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Post-Training-Dataset-v2|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-RL-Agentic-Conversational-Tool-Use-Pivot-v1|dataset:nvidia/Nemotron-RL-instruction_following|dataset:nvidia/Nemotron-RL-agent-calendar_scheduling|dataset:nvidia/Nemotron-RL-instruction_following-structured_outputs|arxiv:2511.16664|arxiv:2504.03624|arxiv:2512.20856|arxiv:2512.20848|arxiv:2412.02595|base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2|base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2|license:other|endpoints_compatible|region:us,True
Qwen/Qwen3-32B-AWQ,text-generation,1711213,136,2025-05-21T06:17:51.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-32B|base_model:quantized:Qwen/Qwen3-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
ibm-research/PowerMoE-3b,text-generation,1701962,20,2024-09-24T22:04:31.000Z,transformers,license:apache-2.0,transformers|safetensors|granitemoe|text-generation|arxiv:2408.13359|license:apache-2.0|model-index|region:us,True
zai-org/GLM-5.2-FP8,text-generation,1700978,189,2026-07-02T08:09:27.000Z,transformers,license:mit,transformers|safetensors|glm_moe_dsa|text-generation|conversational|en|zh|arxiv:2602.15763|arxiv:2603.12201|license:mit|endpoints_compatible|fp8|region:us,True
Qwen/Qwen3-Coder-30B-A3B-Instruct,text-generation,1691190,1145,2025-12-03T08:05:17.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,text-generation,1614810,4,2024-10-09T18:57:13.000Z,safetensors,license:llama3.2,safetensors|llama|fp8|vllm|text-generation|conversational|en|de|fr|it|pt|hi|es|th|base_model:meta-llama/Llama-3.2-1B-Instruct|base_model:quantized:meta-llama/Llama-3.2-1B-Instruct|license:llama3.2|compressed-tensors|region:us,False
nvidia/diffusiongemma-26B-A4B-it-NVFP4,text-generation,1584127,93,2026-07-04T17:57:49.000Z,safetensors,license:apache-2.0,safetensors|diffusion_gemma|nvidia|ModelOpt|DiffusionGemma-26B-A4B-IT|quantized|NVFP4|nvfp4|text-generation|conversational|base_model:google/diffusiongemma-26B-A4B-it|base_model:quantized:google/diffusiongemma-26B-A4B-it|license:apache-2.0|8-bit|modelopt|region:us,False
apple/OpenELM-1_1B-Instruct,text-generation,1551103,75,2025-02-28T18:31:24.000Z,transformers,license:apple-amlr,transformers|safetensors|openelm|text-generation|custom_code|arxiv:2404.14619|license:apple-amlr|region:us,True
nvidia/Gemma-4-31B-IT-NVFP4,text-generation,1542625,526,2026-05-08T03:33:34.000Z,Model Optimizer,license:other,Model Optimizer|safetensors|nvidia|ModelOpt|Gemma-4-31B-IT|lighthouse|quantized|NVFP4|text-generation|base_model:google/gemma-4-31B-it|base_model:finetune:google/gemma-4-31B-it|license:other|deploy:azure|region:us,False
meta-llama/Llama-3.1-8B,text-generation,1538560,2305,2024-10-16T22:00:37.000Z,transformers,license:llama3.1,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|license:llama3.1|eval-results|text-generation-inference|endpoints_compatible|region:us,True
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,text-generation,1492978,1080,2025-05-29T13:13:34.000Z,transformers,license:mit,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2501.12948|license:mit|text-generation-inference|endpoints_compatible|region:us,True
Qwen/Qwen2.5-14B-Instruct-AWQ,text-generation,1477335,37,2024-10-09T12:26:42.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-14B-Instruct|base_model:quantized:Qwen/Qwen2.5-14B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
HuggingFaceTB/SmolLM2-135M,text-generation,1452217,212,2025-02-06T10:34:41.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|en|arxiv:2502.02737|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,text-generation,1446022,187,2025-12-03T08:20:23.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|endpoints_compatible|fp8|deploy:azure|region:us,True
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,text-generation,1431784,43,2025-10-08T14:25:49.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_vl_moe|image-text-to-text|AWQ|vLLM|text-generation|conversational|arxiv:2505.09388|arxiv:2502.13923|arxiv:2409.12191|arxiv:2308.12966|base_model:Qwen/Qwen3-VL-30B-A3B-Instruct|base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct|license:apache-2.0|endpoints_compatible|4-bit|awq|region:us,True
Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,1354213,2067,2025-01-12T02:02:22.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-32B|base_model:finetune:Qwen/Qwen2.5-Coder-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,text-generation,1334798,164,2026-03-15T04:27:10.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|es|fr|de|ja|it|dataset:nvidia/Nemotron-Pretraining-Code-v1|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Pretraining-SFT-v1|dataset:nvidia/Nemotron-CC-Math-v1|dataset:nvidia/Nemotron-Pretraining-Code-v2|dataset:nvidia/Nemotron-Pretraining-Specialized-v1|dataset:nvidia/Nemotron-CC-v2.1|dataset:nvidia/Nemotron-CC-Code-v1|dataset:nvidia/Nemotron-Pretraining-Dataset-sample|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-v2|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend|arxiv:2512.20848|arxiv:2512.20856|arxiv:2601.20088|base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|license:other|endpoints_compatible|8-bit|region:us,True
meta-llama/Meta-Llama-3-8B-Instruct,text-generation,1328169,4680,2025-06-18T23:49:51.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False
openai-community/gpt2-large,text-generation,1322190,354,2024-02-19T11:11:02.000Z,transformers,license:mit,transformers|pytorch|tf|jax|rust|onnx|safetensors|gpt2|text-generation|en|arxiv:1910.09700|license:mit|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
meta-llama/Meta-Llama-3-8B,text-generation,1312629,6587,2024-09-27T15:52:33.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|region:us,False
